Position,"Track Name",Artist,Streams,URL
56,"Pray For Me (with Kendrick Lamar)","The Weeknd",448889,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
57,"Marry Me","Thomas Rhett",446281,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
58,"Like I Do","David Guetta",440836,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ
59,Beautiful,Bazzi,428945,https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I
60,"Candy Paint","Post Malone",425912,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
61,Bickenhead,"Cardi B",423529,https://open.spotify.com/track/17Yq72h0p15OhCbZ5lJ5gd
62,Congratulations,"Post Malone",420823,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
63,"Jocelyn Flores",XXXTENTACION,419809,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
64,"LOVE. FEAT. ZACARI.","Kendrick Lamar",419685,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
65,"I Wanna Know (feat. Bea Miller)",NOTD,417764,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
66,"Bounce Out With That","YBN Nahmir",416661,https://open.spotify.com/track/5lZsh9Qf7CbHI9Fcc7Zcsq
67,"Guatemala (feat. Slim Jxmmi)","Swae Lee",415906,https://open.spotify.com/track/6sTDhYVVXU3HSDuG7mBLRU
68,"Nowadays (feat. Landon Cube)","Lil Skies",408269,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
69,"Say Something","Justin Timberlake",403828,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
70,1950,"King Princess",401308,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
71,"A$AP Forever","A$AP Rocky",396857,https://open.spotify.com/track/1YmF9PvLhIISIANoMLIYGq
72,"Never Be the Same","Camila Cabello",390616,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
73,GOTTI,6ix9ine,384745,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
74,"You Make It Easy","Jason Aldean",381990,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
75,"Hurt You","The Weeknd",381883,https://open.spotify.com/track/13wNEvWmBsWaWVtiLPRIW5
76,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,376670,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
77,"Bank Account","21 Savage",369499,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
78,"Plain Jane","A$AP Ferg",369069,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
79,"Thru Your Phone","Cardi B",367895,https://open.spotify.com/track/74cVJfmK18rhWnscIpGXjt
80,"Get Up 10","Cardi B",367214,https://open.spotify.com/track/7p2ewixAShLpjDZrnzZK7c
81,"Young Dumb & Broke",Khalid,364087,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
82,Havana,"Camila Cabello",359379,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
83,Betrayed,"Lil Xan",359270,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
84,"I Was Never There","The Weeknd",356557,https://open.spotify.com/track/56d6kYZhfhzpoC3s1dRU2V
85,"Outside Today","YoungBoy Never Broke Again",354605,https://open.spotify.com/track/5Qx9hngUBr30JFrNua7yp4
86,"Sky Walker",Miguel,353736,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
87,"44 More",Logic,343975,https://open.spotify.com/track/3e7Y6sfFlIdBMJhX7wpqVO
88,"No Limit",G-Eazy,343280,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
89,"Money Bag","Cardi B",342032,https://open.spotify.com/track/1vBeIXlzbAieGoDqInav5j
90,MotorSport,Migos,337959,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
91,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",337374,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
92,goosebumps,"Travis Scott",336830,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
93,Location,Khalid,336184,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
94,Privilege,"The Weeknd",335904,https://open.spotify.com/track/26Fqtv4Aa7kyd1WWGHai6A
95,"Pineapple (feat. Gucci Mane & Quavo)","Ty Dolla $ign",335314,https://open.spotify.com/track/0TFVOjSvPTjFHkiZZekK5k
96,Heaven,"Kane Brown",334909,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
97,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,332297,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
98,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",330733,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
99,DNA.,"Kendrick Lamar",329656,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
100,"Let You Down",NF,325446,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
101,1-800-273-8255,Logic,325333,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
102,"Anybody (feat. Nicki Minaj)","Young Thug",322429,https://open.spotify.com/track/5I30ByMf5nhgbSokY1EZiN
103,"She Bad","Cardi B",321281,https://open.spotify.com/track/0CfmNX2TXk7yoJqHJiixnp
104,"Chasing Fire",Lauv,318745,https://open.spotify.com/track/1xy4apMFecGGkgBeaHFZ2M
105,66,"Lil Yachty",317259,https://open.spotify.com/track/6tarvNiKnEjYMj1VZhlDqR
106,"Lost In Japan","Shawn Mendes",316400,https://open.spotify.com/track/7wvYmO5QscgIDDT0eNwbYX
107,"New Rules","Dua Lipa",315382,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
108,"Butterfly Effect","Travis Scott",314726,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
109,"I Get The Bag (feat. Migos)","Gucci Mane",314604,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
110,Perfect,"Ed Sheeran",303222,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
111,Unforgettable,"French Montana",301849,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
112,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",295681,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
113,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,294314,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
114,"Most People Are Good","Luke Bryan",292570,https://open.spotify.com/track/79LAFAkR1ATb4iIQvZuCL0
115,"Bad Company","A$AP Rocky",289652,https://open.spotify.com/track/3ZYwSDF9knZI0RVlKR4PHC
116,Narcos,Migos,289475,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
117,"Mad Love","Sean Paul",288885,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
118,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",288578,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
119,Thunder,"Imagine Dragons",286287,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
120,Paramedic!,"SOB X RBE",285386,https://open.spotify.com/track/2tPcTFiQF9MbVUyjZ3zDhA
121,"Wanted You (feat. Lil Uzi Vert)",NAV,284727,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
122,Silence,Marshmello,280112,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
123,"Everybody Dies In Their Nightmares",XXXTENTACION,277558,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
124,"Go Flex","Post Malone",276630,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
125,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",275968,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
126,"Home With You","Madison Beer",272321,https://open.spotify.com/track/11GGSyTB8cS9TgONHBOhEX
127,"Te Boté - Remix","Nio Garcia",270338,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
128,"X (with 2 Chainz & Saudi)","ScHoolboy Q",265893,https://open.spotify.com/track/4LmAnpjlhWTahvRkYR8xJa
129,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",265862,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
130,Flames,"David Guetta",265383,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
131,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",265200,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
132,"Sorry Not Sorry","Demi Lovato",264542,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
133,"Rubbin Off The Paint","YBN Nahmir",264461,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
134,"Do I Make You Wanna","Billy Currington",264031,https://open.spotify.com/track/3I7krC8kr0gFR7P6vInR1I
135,123,Smokepurpp,262609,https://open.spotify.com/track/54VL6lP6JX06QIbdEkpvTN
136,BILLY,6ix9ine,255682,https://open.spotify.com/track/5KhFaq45chTw8RGfWo8T8J
137,Believer,"Imagine Dragons",254645,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
138,"Aries (YuGo) (feat. Pharrell & Station Wagon P)","Mike WiLL Made-It",254012,https://open.spotify.com/track/59LUh4amaXhgrWh6mWKbCn
139,"No Role Modelz","J. Cole",252250,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
140,Passionfruit,Drake,250368,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
141,"Losin Control",Russ,249266,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
142,"Rewrite The Stars","Zac Efron",248999,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
143,"Shape of You","Ed Sheeran",248992,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
144,"White Iverson","Post Malone",247764,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
145,Wolves,"Selena Gomez",246971,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
146,"Love Galore",SZA,246031,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
147,"Body Like A Back Road","Sam Hunt",245229,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
148,"This Is Me","Keala Settle",242821,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
149,"Everybody Hates Me","The Chainsmokers",242787,https://open.spotify.com/track/3pIigjAWkzwAonXpJ1fmSF
150,Redbone,"Childish Gambino",242683,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
151,"Singles You Up","Jordan Davis",242510,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
152,"I Like Me Better",Lauv,240393,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
153,"Him & I (with Halsey)",G-Eazy,239536,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
154,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","Sofia Reyes",239487,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b
155,Dura,"Daddy Yankee",239398,https://open.spotify.com/track/2j2fIJGh4PMdXt9ULI5Tlc
156,"Best Part",H.E.R.,237244,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
157,"Too Good At Goodbyes","Sam Smith",237036,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
158,"Sober Up",AJR,229280,https://open.spotify.com/track/5537GkcZu99NDs1gH9iCOY
159,"Take Back Home Girl (Feat. Tori Kelly)","Chris Lane",227376,https://open.spotify.com/track/4fv0mLkB3wY4Z2GAG1mWAN
160,"Feel It Still","Portugal. The Man",227206,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
161,"All On Me","Devin Dawson",225805,https://open.spotify.com/track/2mfahQ0EaaZWq4cFNg6A1o
162,"One Dance",Drake,225638,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
163,"Get You (feat. Kali Uchis)","Daniel Caesar",225183,https://open.spotify.com/track/7zFXmv6vqI4qOt4yGf3jYZ
164,"Written in the Sand","Old Dominion",223658,https://open.spotify.com/track/2A69wys3S9uiPSmn6UZWJn
165,"Say You Won't Let Go","James Arthur",221352,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
166,"What Ifs","Kane Brown",221016,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
167,GUMMO,6ix9ine,221004,https://open.spotify.com/track/4HbiCvH1R7mVOJ7KY7JQBD
168,Yours,"Russell Dickerson",218911,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
169,"Bad At Love",Halsey,217054,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
170,"Slippery (feat. Gucci Mane)",Migos,216477,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
171,"When It Rains It Pours","Luke Combs",216260,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
172,Unforgettable,"Thomas Rhett",215896,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ
173,"Sauce It Up","Lil Uzi Vert",215533,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
174,OKRA,"Tyler, The Creator",215303,https://open.spotify.com/track/74ZovzRxHBvCq5yIwe8boh
175,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",215278,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
176,Hope,XXXTENTACION,213901,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
177,"Creeping (feat. Rich the Kid)","Lil Skies",213863,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
178,"It's A Vibe","2 Chainz",213630,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
179,"Whatever It Takes","Imagine Dragons",211408,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
180,Alien,"Sabrina Carpenter",210894,https://open.spotify.com/track/0RUTnY2B3s05fZuCHsNaUP
181,"Rover 2.0","BlocBoy JB",210665,https://open.spotify.com/track/7sB2rmolvEt77KFPCraSNc
182,"Relationship (feat. Future)","Young Thug",209788,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
183,"Tell Me You Love Me","Demi Lovato",209104,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
184,Lust,"Lil Skies",208917,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
185,NUMB,XXXTENTACION,207856,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
186,"Gucci Gang","Lil Pump",206779,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
187,"Sit Next to Me - Stereotypes Remix","Foster The People",206355,https://open.spotify.com/track/4v0CuFW0bEMBQ1gRn2mB3X
188,"Mask Off",Future,206021,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx
189,Youngblood,"5 Seconds of Summer",203965,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
190,"Say Amen (Saturday Night)","Panic! At The Disco",203719,https://open.spotify.com/track/4qSsjDGXplb6422X2INvFW
191,"iSpy (feat. Lil Yachty)",KYLE,200457,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
192,Starboy,"The Weeknd",200220,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
193,"Rake It Up","Yo Gotti",198086,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY
194,KEKE,6ix9ine,197951,https://open.spotify.com/track/14PlDNjNh3pXyHXzkhX8n5
195,"Fake Love",Drake,197940,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
196,"The Greatest Show","Hugh Jackman",197792,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
197,Africa,Toto,195167,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
198,Saved,Khalid,194834,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
199,"Love Scars","Trippie Redd",194830,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z
200,"The Ways (with Swae Lee)",Khalid,194696,https://open.spotify.com/track/5jyyPsIGM2yqkZN9R3TmvN
